hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
Kepler-159,Kepler-159 b,0,2013-10-28,2,0.079,,,2.21,0.16,-0.16,,,,0.0,,,87.66,,,,,
Kepler-270,Kepler-270 b,0,2017-05-08,2,0.1045,,,2.07,0.37,-0.37,,,,0.0,,,86.33,,,,,
Kepler-224,Kepler-224 e,0,2017-05-08,4,0.1243,,,2.14,0.14,-0.09,,,,0.0,,,89.15,,,,,
Kepler-226,Kepler-226 d,0,2014-11-21,3,0.0759,,,1.19,0.44,-0.09,,,,0.0,,,88.81,,,,,
Kepler-297,Kepler-297 c,0,2014-05-28,3,0.3523920741883286,,,7.39,3.4,-0.74,42.1,14.1,-9.3,,,,,,,,,
Kepler-143,Kepler-143 b,0,2016-05-06,2,0.1267414387797711,,,2.15,0.42,-0.36,,,,,,,,,,,,
Kepler-379,Kepler-379 b,0,2019-04-16,2,0.1502403106408028,,,,,,,,,,,,,,,,,
HD 12661,HD 12661 c,0,2019-01-28,2,2.9,0.17,-0.17,,,,610.0,51.0,-51.0,0.031,0.022,-0.022,,,,,,
Kepler-295,Kepler-295 d,0,2016-07-26,3,,,,,,,,,,,,,,,,,,
Kepler-357,Kepler-357 c,0,2017-05-08,3,0.1191,,,2.51,0.1,-0.2,,,,0.0,,,88.98,,,,,
Kepler-1642,Kepler-1642 b,0,2018-09-25,2,0.0982803007302971,,,,,,,,,,,,,,,,,
Kepler-343,Kepler-343 b,0,2015-08-25,2,0.0853,,,1.79,0.78,-0.2,,,,0.0,,,85.94,,,,,
Kepler-376,Kepler-376 c,0,2014-11-18,2,0.1127,,,1.72,0.3,-0.19,,,,0.0,,,89.95,,,,,
Kepler-245,Kepler-245 d,0,2014-11-21,4,0.1995,,,3.5,1.48,-0.4,,,,0.0,,,89.95,,,,,
Kepler-257,Kepler-257 d,0,2013-10-28,3,0.15,,,4.2,4.7,-4.7,,,,0.0,,,88.81,,,,,
Kepler-340,Kepler-340 b,0,2018-09-25,2,0.1456325029598026,,,,,,,,,,,,,,,,,
Kepler-124,Kepler-124 d,0,2019-04-16,3,0.1848713500261155,,,,,,,,,,,,,,,,,
Kepler-1254,Kepler-1254 c,1,2016-05-06,3,0.0423222441019066,,,1.3,0.07,-0.12,,,,,,,,,,,,
HD 13908,HD 13908 c,1,2014-05-14,2,2.03,0.04,-0.04,,,,1630.4,79.45,-79.45,0.12,0.02,-0.02,,,,,,
Kepler-257,Kepler-257 b,0,2015-08-25,3,0.0333,,,2.67,1.94,-0.39,,,,0.0,,,89.38,,,,,
Kepler-310,Kepler-310 d,1,2014-05-14,3,0.392,,,2.47,1.15,-1.15,,,,,,,,,,,,
Kepler-953,Kepler-953 c,1,2016-05-06,2,0.0839158599134588,,,1.19,0.11,-0.09,,,,,,,,,,,,
GJ 3138,GJ 3138 d,1,2017-03-29,3,0.698,0.018,-0.019,,,,10.5,2.3,-2.1,0.32,0.2,-0.21,,,,,,
Kepler-382,Kepler-382 b,0,2016-05-06,2,0.0567374072599752,,,1.3,0.25,-0.16,,,,,,,,,,,,
Kepler-263,Kepler-263 b,0,2019-04-16,2,0.1218838810786564,,,,,,,,,,,,,,,,,
HD 163607,HD 163607 b,0,2018-12-03,2,0.36,0.01,-0.01,,,,244.72,12.71,-12.71,0.73,0.02,-0.02,,,,,,
HD 34445,HD 34445 f,1,2017-10-23,6,1.543,0.016,-0.016,,,,37.9,6.5,-6.5,0.031,0.057,-0.031,,,,,,
HD 108874,HD 108874 b,0,2019-01-28,2,1.053,0.061,-0.061,,,,426.0,41.0,-41.0,0.128,0.022,-0.022,,,,,,
HD 34445,HD 34445 b,0,2018-04-25,6,2.075,0.016,-0.016,,,,200.0,9.0,-9.0,0.014,0.035,-0.014,,,,,,
Kepler-258,Kepler-258 c,0,2019-04-16,2,0.1885784625365554,,,,,,,,,,,,,,,,,
Kepler-354,Kepler-354 d,0,2019-04-16,3,0.1467951657854149,,,,,,,,,,,,,,,,,
Kepler-174,Kepler-174 d,0,2015-10-07,3,0.7037506191103609,,,2.868217705899876,,,,,,,,,,,,,,
Kepler-217,Kepler-217 b,0,2019-04-16,3,0.0671756005763492,,,,,,,,,,,,,,,,,
Kepler-219,Kepler-219 b,0,2019-04-16,3,0.0545509933125504,,,,,,,,,,,,,,,,,
Kepler-164,Kepler-164 d,1,2014-05-14,4,0.187,,,2.45,0.47,-0.47,,,,,,,,,,,,
Kepler-379,Kepler-379 c,0,2019-04-16,2,0.3210534439614276,,,,,,,,,,,,,,,,,
Kepler-329,Kepler-329 b,0,2019-04-16,2,0.0660835515590971,,,,,,,,,,,,,,,,,
Kepler-229,Kepler-229 c,0,2019-04-16,3,0.1156868550522353,,,,,,,,,,,,,,,,,
Kepler-1086,Kepler-1086 c,0,2016-07-26,2,0.5153588297338358,,,,,,,,,,,,,,,,,
Kepler-366,Kepler-366 b,1,2014-05-14,2,0.045,,,1.46,0.66,-0.66,,,,,,,,,,,,
Kepler-221,Kepler-221 e,1,2014-05-14,4,0.13,,,2.63,0.25,-0.25,,,,,,,,,,,,
Kepler-361,Kepler-361 b,0,2016-07-26,2,0.0862845583656716,,,,,,,,,,,,,,,,,
HD 34445,HD 34445 g,1,2017-10-23,6,6.36,1.02,-1.02,,,,120.6,38.9,-38.9,0.032,0.08,-0.032,,,,,,
Kepler-169,Kepler-169 f,0,2016-07-26,5,0.3584344873415816,,,,,,,,,,,,,,,,,
Kepler-170,Kepler-170 b,0,2016-07-26,2,0.0767764068210948,,,,,,,,,,,,,,,,,
Kepler-968,Kepler-968 c,0,2016-07-26,3,0.0555086813546675,,,,,,,,,,,,,,,,,
Kepler-114,Kepler-114 c,0,2016-07-26,3,0.0710499900867449,,,,,,,,,,,,,,,,,
KIC 5437945,KIC 5437945 b,0,2016-05-06,2,1.194395849262602,,,6.05,2.34,-0.82,,,,,,,,,,,,
Kepler-153,Kepler-153 c,0,2016-05-06,2,0.2391981464930966,,,2.26,0.15,-0.18,,,,,,,,,,,,
Kepler-336,Kepler-336 d,0,2019-04-16,3,,,,,,,,,,,,,,,,,,
Kepler-42,Kepler-42 b,1,2014-05-14,3,0.0116,,,0.78,0.22,-0.22,,,,,,,,,,,,
HD 200964,HD 200964 c,0,2018-12-03,2,1.95,0.008,-0.005,,,,284.446,39.091,-20.022,0.181,0.024,-0.017,,,,,,
Kepler-194,Kepler-194 d,0,2016-07-26,3,0.277313794803224,,,,,,,,,,,,,,,,,
Kepler-120,Kepler-120 c,0,2015-08-25,2,0.0898,,,1.64,0.26,-0.26,,,,0.0,,,89.95,,,,,
Kepler-405,Kepler-405 b,0,2019-04-16,2,0.0929154591600277,,,,,,,,,,,,,,,,,
Kepler-349,Kepler-349 c,0,2019-04-16,2,0.1043301892294385,,,,,,,,,,,,,,,,,
Kepler-760,Kepler-760 b,1,2016-05-06,2,0.0796556827237742,,,3.06,0.26,-0.24,,,,,,,,,,,,
Kepler-174,Kepler-174 c,0,2016-05-06,3,0.2175997724458058,,,1.62,0.09,-0.07,,,,,,,,,,,,
Kepler-161,Kepler-161 b,0,2019-04-16,2,0.0532127502764381,,,,,,,,,,,,,,,,,
Kepler-1093,Kepler-1093 c,0,2019-04-16,2,0.4236319801595058,,,,,,,,,,,,,,,,,
Kepler-359,Kepler-359 b,1,2014-05-14,3,0.178,,,3.53,1.64,-1.64,,,,,,,,,,,,
Kepler-287,Kepler-287 b,0,2019-04-16,2,0.1438651653212231,,,,,,,,,,,,,,,,,
Kepler-215,Kepler-215 c,0,2016-05-06,4,0.1148704524888026,,,1.31,0.3,-0.06,,,,,,,,,,,,
Kepler-117,Kepler-117 b,0,2019-04-16,2,0.1449471050241657,,,,,,,,,,,,,,,,,
Kepler-561,Kepler-561 b,0,2016-07-26,2,0.2884457126934438,,,,,,,,,,,,,,,,,
Kepler-292,Kepler-292 b,0,2019-04-16,5,0.0352858165523618,,,,,,,,,,,,,,,,,
Kepler-112,Kepler-112 c,0,2019-04-16,2,0.1816882741597334,,,,,,,,,,,,,,,,,
Kepler-164,Kepler-164 b,0,2018-09-04,4,,,,1.545,0.073,-0.285,,,,,,,,,,,,
Kepler-284,Kepler-284 b,1,2014-05-14,2,0.104,,,2.24,0.98,-0.98,,,,,,,,,,,,
Kepler-417,Kepler-417 b,0,2016-07-26,2,0.0997173942513088,,,,,,,,,,,,,,,,,
Kepler-1254,Kepler-1254 b,0,2019-04-16,3,0.0842756054937027,,,,,,,,,,,,,,,,,
Kepler-309,Kepler-309 c,0,2016-07-26,2,0.3966433656898305,,,,,,,,,,,,,,,,,
Kepler-288,Kepler-288 b,0,2019-04-16,3,0.0655348799122454,,,,,,,,,,,,,,,,,
HD 113538,HD 113538 b,0,2014-05-14,2,0.71,0.01,-0.01,,,,85.81,25.43,-25.43,0.61,0.11,-0.11,,,,,,
Kepler-191,Kepler-191 c,0,2019-04-16,3,0.127072708606242,,,,,,,,,,,,,,,,,
GJ 1148,GJ 1148 b,1,2017-10-16,2,0.166,0.001,-0.001,,,,96.7,1.41,-1.02,0.38,0.01,-0.012,,,,,,
HD 20781,HD 20781 b,1,2019-02-05,5,0.0529,0.0024,-0.0027,,,,1.93,0.39,-0.36,0.1,0.11,-0.07,,,,,,
Kepler-360,Kepler-360 c,0,2016-07-26,2,0.072636857574095,,,,,,,,,,,,,,,,,
Kepler-293,Kepler-293 c,0,2016-07-26,2,0.2744164756056331,,,,,,,,,,,,,,,,,
Kepler-174,Kepler-174 b,0,2016-07-26,3,0.1036526852105414,,,,,,,,,,,,,,,,,
Kepler-610,Kepler-610 b,0,2016-07-26,2,0.0713538931721391,,,,,,,,,,,,,,,,,
Kepler-283,Kepler-283 b,0,2016-05-06,2,0.0830215877054447,,,2.69,0.11,-0.37,,,,,,,,,,,,
Kepler-214,Kepler-214 b,1,2014-05-14,2,0.13,,,2.61,0.49,-0.49,,,,,,,,,,,,
Kepler-348,Kepler-348 b,0,2019-04-16,2,0.0791809567999993,,,,,,,,,,,,,,,,,
Kepler-225,Kepler-225 b,0,2016-05-06,2,0.060791578200194,,,1.92,0.05,-0.32,,,,,,,,,,,,
Kepler-382,Kepler-382 c,1,2014-05-14,2,0.097,,,1.59,0.77,-0.77,,,,,,,,,,,,
Kepler-79,Kepler-79 d,0,2014-05-14,4,0.29,,,7.59,1.36,-1.36,,,,,,,,,,,,
Kepler-224,Kepler-224 c,0,2016-07-26,4,0.0604624771581315,,,,,,,,,,,,,,,,,
Kepler-155,Kepler-155 b,0,2016-07-26,2,0.0563895375334903,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 d,1,2014-05-14,4,0.12,,,2.47,0.24,-0.24,,,,,,,,,,,,
Kepler-112,Kepler-112 b,1,2014-05-14,2,0.076,,,2.36,0.57,-0.57,,,,,,,,,,,,
Kepler-327,Kepler-327 c,0,2016-05-06,3,0.0487805265335053,,,1.38,0.05,-0.24,,,,,,,,,,,,
Kepler-287,Kepler-287 c,0,2016-07-26,2,0.2437132792765128,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 b,1,2014-05-14,4,0.05,,,1.52,0.1,-0.1,,,,,,,,,,,,
Kepler-254,Kepler-254 c,1,2014-05-14,3,0.105,,,2.15,1.03,-1.03,,,,,,,,,,,,
Kepler-341,Kepler-341 c,1,2014-05-14,4,0.08,,,1.7,0.86,-0.86,,,,,,,,,,,,
Kepler-257,Kepler-257 d,0,2016-05-06,3,0.1570808976656722,,,4.69,0.31,-0.69,,,,,,,,,,,,
Kepler-267,Kepler-267 d,1,2014-05-14,3,0.154,,,2.27,0.12,-0.12,,,,,,,,,,,,
Kepler-110,Kepler-110 b,1,2014-05-14,2,0.107,,,1.83,0.36,-0.36,,,,,,,,,,,,
Kepler-331,Kepler-331 c,1,2014-05-14,3,0.105,,,1.84,0.19,-0.19,,,,,,,,,,,,
Kepler-386,Kepler-386 c,1,2014-05-14,2,0.155,,,1.58,0.89,-0.89,,,,,,,,,,,,
Kepler-368,Kepler-368 c,0,2016-07-26,2,0.3329629991547828,,,,,,,,,,,,,,,,,
K2-270,K2-270 c,0,2016-12-21,2,0.0477360699758381,,,,,,,,,,,,,,,,,
Kepler-1093,Kepler-1093 b,0,2016-07-26,2,0.1811238170154686,,,,,,,,,,,,,,,,,
Kepler-356,Kepler-356 c,0,2016-05-06,2,0.1147241853620255,,,1.95,0.43,-0.2,,,,,,,,,,,,
Kepler-286,Kepler-286 d,0,2019-04-16,4,0.063789381756091,,,,,,,,,,,,,,,,,
Kepler-248,Kepler-248 b,1,2014-05-14,2,0.066,,,3.02,0.36,-0.36,,,,,,,,,,,,
Kepler-184,Kepler-184 c,0,2016-05-06,3,0.1441779303218091,,,2.29,0.46,-0.2,,,,,,,,,,,,
Kepler-1388,Kepler-1388 c,0,2016-07-26,4,0.0513675215131737,,,,,,,,,,,,,,,,,
Kepler-150,Kepler-150 d,0,2016-07-26,5,0.1046821792841905,,,,,,,,,,,,,,,,,
Kepler-204,Kepler-204 b,0,2016-05-06,2,0.1169878552105776,,,2.43,0.36,-0.3,,,,,,,,,,,,
Kepler-296,Kepler-296 c,0,2016-05-06,5,0.0459782215508362,,,1.52,0.25,-0.19,,,,,,,,,,,,
Kepler-142,Kepler-142 d,0,2016-05-06,3,0.2403705417374039,,,1.41,0.25,-0.18,,,,,,,,,,,,
Kepler-825,Kepler-825 b,0,2017-05-08,2,0.0453,,,1.29,0.33,-0.19,,,,0.0,,,90.0,,,,,
K2-352,K2-352 c,0,2019-02-26,3,,,,2.0,,,,,,,,,,,,,,
K2-352,K2-352 d,0,2019-02-26,3,,,,4.4,,,,,,,,,,,,,,
Kepler-231,Kepler-231 b,1,2014-05-14,2,0.074,,,1.73,0.12,-0.12,,,,,,,,,,,,
Kepler-342,Kepler-342 d,0,2016-07-26,4,0.2383258361162536,,,,,,,,,,,,,,,,,
Kepler-354,Kepler-354 c,1,2014-05-14,3,0.115,,,1.31,0.42,-0.42,,,,,,,,,,,,
Kepler-150,Kepler-150 d,0,2019-04-16,5,0.1046827677715858,,,,,,,,,,,,,,,,,
Kepler-357,Kepler-357 d,0,2016-05-06,3,0.2459437274236121,,,3.19,0.13,-0.55,,,,,,,,,,,,
Kepler-142,Kepler-142 d,0,2019-04-16,3,0.2388525690831864,,,,,,,,,,,,,,,,,
Kepler-247,Kepler-247 c,0,2019-04-16,3,0.0814818744032174,,,,,,,,,,,,,,,,,
Kepler-202,Kepler-202 c,0,2019-04-16,2,0.1132024692131508,,,,,,,,,,,,,,,,,
Kepler-561,Kepler-561 c,0,2019-04-16,2,0.0586436876505334,,,,,,,,,,,,,,,,,
Kepler-108,Kepler-108 c,0,2016-07-26,2,,,,,,,,,,,,,,,,,,
Kepler-191,Kepler-191 b,0,2019-04-16,3,0.0863676295147119,,,,,,,,,,,,,,,,,
Kepler-194,Kepler-194 b,0,2019-04-16,3,0.0322266929072411,,,,,,,,,,,,,,,,,
Kepler-241,Kepler-241 c,0,2019-04-16,2,,,,,,,,,,,,,,,,,,
Kepler-272,Kepler-272 c,0,2019-04-16,3,0.064374301336994,,,,,,,,,,,,,,,,,
Kepler-349,Kepler-349 b,0,2019-04-16,2,0.0643278284945129,,,,,,,,,,,,,,,,,
Kepler-171,Kepler-171 c,0,2019-04-16,3,0.0984921848104632,,,,,,,,,,,,,,,,,
Kepler-368,Kepler-368 b,0,2019-04-16,2,0.1718871698325912,,,,,,,,,,,,,,,,,
Kepler-275,Kepler-275 c,0,2016-05-06,3,0.1310471191827114,,,3.36,0.62,-0.39,,,,,,,,,,,,
Kepler-524,Kepler-524 b,0,2016-07-26,2,0.0793943089539227,,,,,,,,,,,,,,,,,
Kepler-903,Kepler-903 c,0,2019-04-16,2,0.3075209824008158,,,,,,,,,,,,,,,,,
Kepler-83,Kepler-83 c,0,2019-04-16,3,,,,,,,,,,,,,,,,,,
Kepler-203,Kepler-203 c,0,2019-04-16,3,0.0611956126527742,,,,,,,,,,,,,,,,,
Kepler-390,Kepler-390 b,0,2016-05-06,2,0.0663935704394564,,,0.79,0.05,-0.04,,,,,,,,,,,,
Kepler-215,Kepler-215 d,0,2019-04-16,4,0.1932043866122734,,,,,,,,,,,,,,,,,
Kepler-376,Kepler-376 b,0,2019-04-16,2,0.0580856116571744,,,,,,,,,,,,,,,,,
Kepler-206,Kepler-206 b,1,2014-05-14,3,0.078,,,1.2,0.24,-0.24,,,,,,,,,,,,
Kepler-215,Kepler-215 c,0,2016-07-26,4,0.1176537030013689,,,,,,,,,,,,,,,,,
Kepler-202,Kepler-202 b,1,2014-05-14,2,0.045,,,1.63,0.1,-0.1,,,,,,,,,,,,
Kepler-920,Kepler-920 c,0,2016-07-26,2,0.412335845773795,,,,,,,,,,,,,,,,,
Kepler-755,Kepler-755 b,0,2016-07-26,2,0.0218995880810463,,,,,,,,,,,,,,,,,
HD 34445,HD 34445 b,0,2018-04-25,6,2.07,0.02,-0.02,,,,250.0,20.0,-20.0,0.27,0.07,-0.07,,,,,,
GJ 581,GJ 581 c,0,2016-11-30,3,0.072993,2.2e-05,-2.2e-05,,,,5.6,0.3,-0.3,0.0,,,,,,,,
HIP 57274,HIP 57274 b,0,2018-04-25,3,0.07064221474496,,,,,,11.6,1.3,-1.3,0.2,0.1,-0.1,,,,,,
HD 13808,HD 13808 b,1,2021-02-25,2,0.10519,0.00093,-0.0011,,,,11.2,1.2,-0.66,0.071,0.027,-0.047,,,,,,
HD 34445,HD 34445 c,1,2017-10-23,6,0.7181,0.0049,-0.0049,,,,53.5,5.0,-5.0,0.036,0.071,-0.036,,,,,,
Kepler-275,Kepler-275 c,0,2015-08-25,3,0.1375,,,3.32,1.77,-0.54,,,,0.0,,,89.38,,,,,
Kepler-185,Kepler-185 c,1,2014-05-14,2,0.139,,,2.02,1.17,-1.17,,,,,,,,,,,,
Kepler-317,Kepler-317 c,1,2014-05-14,2,0.083,,,1.72,0.79,-0.79,,,,,,,,,,,,
Kepler-1365,Kepler-1365 b,1,2016-05-06,2,0.0763119261959069,,,0.92,0.14,-0.1,,,,,,,,,,,,
Kepler-333,Kepler-333 c,0,2016-07-26,2,0.1449332453465405,,,,,,,,,,,,,,,,,
Kepler-372,Kepler-372 c,0,2016-05-06,3,0.1500197347190849,,,2.45,0.79,-0.49,,,,,,,,,,,,
Kepler-69,Kepler-69 c,0,2016-07-26,2,0.7684965388921704,,,,,,,,,,,,,,,,,
Kepler-258,Kepler-258 b,0,2016-05-06,2,0.102296441517432,,,3.59,0.19,-0.16,,,,,,,,,,,,
HD 11964,HD 11964 b,1,2019-01-28,2,3.16,0.19,-0.19,,,,198.0,18.0,-18.0,0.041,0.047,-0.047,,,,,,
Kepler-332,Kepler-332 b,0,2019-04-16,3,0.0706815791036,,,,,,,,,,,,,,,,,
Kepler-310,Kepler-310 c,0,2019-04-16,3,0.2841848551471327,,,,,,,,,,,,,,,,,
Kepler-133,Kepler-133 b,0,2013-10-28,2,0.08,,,2.14,0.29,-0.29,,,,0.0,,,84.22,,,,,
Kepler-118,Kepler-118 b,0,2019-04-16,2,0.0714252209272068,,,,,,,,,,,,,,,,,
Kepler-335,Kepler-335 c,0,2016-05-06,2,0.3488041521226241,,,2.7,0.54,-0.49,,,,,,,,,,,,
HD 134987,HD 134987 c,1,2019-01-28,2,5.8,0.5,-0.5,,,,260.0,10.0,-10.0,0.12,0.02,-0.02,,,,,,
Kepler-380,Kepler-380 c,1,2014-05-14,2,0.078,,,1.27,0.28,-0.28,,,,,,,,,,,,
Kepler-286,Kepler-286 b,0,2019-04-16,4,0.0288225031157238,,,,,,,,,,,,,,,,,
Kepler-184,Kepler-184 d,0,2019-04-16,3,0.1816905586794878,,,,,,,,,,,,,,,,,
Kepler-178,Kepler-178 c,1,2014-05-14,3,0.142,,,2.88,1.23,-1.23,,,,,,,,,,,,
Kepler-264,Kepler-264 b,0,2016-07-26,2,0.24718168650126,,,,,,,,,,,,,,,,,
Kepler-375,Kepler-375 c,0,2016-05-06,2,0.1391579620213361,,,3.02,0.29,-0.72,,,,,,,,,,,,
Kepler-387,Kepler-387 b,0,2019-04-16,2,0.071336805351772,,,,,,,,,,,,,,,,,
Kepler-123,Kepler-123 c,0,2016-05-06,2,0.1815357396523426,,,1.46,0.24,-0.16,,,,,,,,,,,,
Kepler-261,Kepler-261 c,0,2019-04-16,2,0.1572928183729427,,,,,,,,,,,,,,,,,
Kepler-325,Kepler-325 d,0,2019-04-16,3,0.223218802070984,,,,,,,,,,,,,,,,,
Kepler-133,Kepler-133 c,0,2016-05-06,2,0.1978409143818839,,,2.59,0.57,-0.46,,,,,,,,,,,,
Kepler-231,Kepler-231 c,0,2018-09-25,2,0.1212286598892756,,,,,,,,,,,,,,,,,
HD 92788,HD 92788 b,1,2019-04-08,2,0.97,0.02,-0.02,,,,1195.0408,50.8528,-47.6745,0.35,0.004,-0.005,,,,,,
Kepler-329,Kepler-329 b,1,2014-05-14,2,0.061,,,1.4,0.25,-0.25,,,,,,,,,,,,
Kepler-386,Kepler-386 b,0,2016-05-06,2,0.097660226786745,,,1.36,0.11,-0.1,,,,,,,,,,,,
Kepler-316,Kepler-316 c,0,2019-04-16,2,0.0616327614667286,,,,,,,,,,,,,,,,,
Kepler-653,Kepler-653 b,0,2019-04-16,2,0.1162924102621494,,,,,,,,,,,,,,,,,
Kepler-384,Kepler-384 b,0,2019-04-16,2,0.1543090062461153,,,,,,,,,,,,,,,,,
Kepler-208,Kepler-208 e,1,2014-05-14,4,0.132,,,1.48,0.28,-0.28,,,,,,,,,,,,
Kepler-286,Kepler-286 e,0,2019-04-16,4,0.1850454876047455,,,,,,,,,,,,,,,,,
Kepler-185,Kepler-185 b,0,2019-04-16,2,0.0257068960774092,,,,,,,,,,,,,,,,,
Kepler-359,Kepler-359 c,0,2016-05-06,3,0.3052361139638501,,,5.94,1.16,-1.16,,,,,,,,,,,,
Kepler-187,Kepler-187 b,0,2019-04-16,2,0.0589416895083193,,,,,,,,,,,,,,,,,
Kepler-198,Kepler-198 b,1,2014-05-14,3,0.131,,,2.82,0.42,-0.42,,,,,,,,,,,,
Kepler-117,Kepler-117 c,0,2018-09-25,2,0.281203752950723,,,,,,,,,,,,,,,,,
Kepler-190,Kepler-190 b,1,2014-05-14,2,0.03,,,1.56,0.11,-0.11,,,,,,,,,,,,
HD 51608,HD 51608 c,1,2019-02-05,2,0.3809,0.0153,-0.0164,,,,14.31,1.63,-1.53,0.14,0.07,-0.07,,,,,,
Kepler-276,Kepler-276 d,0,2016-05-06,3,0.2625280684803983,,,2.59,0.6,-0.3,,,,,,,,,,,,
Kepler-1464,Kepler-1464 c,1,2016-05-06,2,0.0600947409708527,,,1.0,0.22,-0.11,,,,,,,,,,,,
Kepler-183,Kepler-183 c,0,2016-05-06,2,0.1004990993381418,,,2.54,0.54,-0.27,,,,,,,,,,,,
Kepler-276,Kepler-276 b,0,2016-05-06,3,0.1151324359209103,,,2.69,0.71,-0.3,,,,,,,,,,,,
Kepler-282,Kepler-282 e,0,2016-05-06,4,0.2367329438403658,,,2.63,0.24,-0.19,,,,,,,,,,,,
Kepler-240,Kepler-240 c,0,2019-04-16,2,0.0711619487168118,,,,,,,,,,,,,,,,,
Kepler-286,Kepler-286 e,0,2016-07-26,4,0.1850455953428346,,,,,,,,,,,,,,,,,
Kepler-152,Kepler-152 c,1,2014-05-14,2,0.356,,,2.39,0.16,-0.16,,,,,,,,,,,,
KIC 9663113,KIC 9663113 c,0,2016-07-26,2,0.1547782991022414,,,,,,,,,,,,,,,,,
Kepler-284,Kepler-284 c,0,2016-05-06,2,0.2125254594413763,,,2.95,0.81,-0.26,,,,,,,,,,,,
Kepler-132,Kepler-132 d,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-361,Kepler-361 b,0,2019-04-16,2,0.0862845773447562,,,,,,,,,,,,,,,,,
Kepler-123,Kepler-123 c,0,2019-04-16,2,0.1883057620063035,,,,,,,,,,,,,,,,,
Kepler-332,Kepler-332 c,0,2019-04-16,3,0.1158146198618437,,,,,,,,,,,,,,,,,
Kepler-325,Kepler-325 b,1,2014-05-14,3,0.053,,,2.91,1.44,-1.44,,,,,,,,,,,,
Kepler-189,Kepler-189 b,0,2015-08-25,2,0.0876,,,1.33,0.29,-0.1,,,,0.0,,,89.95,,,,,
Kepler-217,Kepler-217 d,1,2016-05-06,3,0.0537332524393372,,,1.32,0.36,-0.27,,,,,,,,,,,,
Kepler-175,Kepler-175 b,0,2016-07-26,2,0.1027032456575565,,,,,,,,,,,,,,,,,
KIC 9663113,KIC 9663113 c,1,2016-05-06,2,0.1547783205450394,,,4.2,0.63,-0.4,,,,,,,,,,,,
Kepler-241,Kepler-241 b,0,2016-05-06,2,0.0964479906968464,,,2.36,0.14,-0.17,,,,,,,,,,,,
Kepler-81,Kepler-81 b,0,2016-05-06,3,0.0568155125679893,,,2.49,0.08,-0.09,,,,,,,,,,,,
Kepler-114,Kepler-114 d,0,2016-07-26,3,0.0916248902641174,,,,,,,,,,,,,,,,,
Kepler-267,Kepler-267 b,0,2016-07-26,3,0.0357068667611434,,,,,,,,,,,,,,,,,
Kepler-361,Kepler-361 c,0,2016-05-06,2,0.2989182695849461,,,2.35,0.35,-0.22,,,,,,,,,,,,
Kepler-308,Kepler-308 b,0,2016-05-06,2,0.0865425378131398,,,2.13,0.26,-0.18,,,,,,,,,,,,
Kepler-310,Kepler-310 c,0,2016-07-26,3,0.2841842553042668,,,,,,,,,,,,,,,,,
Kepler-322,Kepler-322 b,1,2014-05-14,2,0.027,,,1.01,0.11,-0.11,,,,,,,,,,,,
Kepler-81,Kepler-81 c,0,2016-05-06,3,0.0908447157803286,,,2.35,0.08,-0.09,,,,,,,,,,,,
Kepler-274,Kepler-274 c,0,2016-05-06,2,0.2074043369422961,,,2.18,0.68,-0.26,,,,,,,,,,,,
Kepler-291,Kepler-291 b,0,2019-04-16,2,0.0448981220223394,,,,,,,,,,,,,,,,,
Kepler-346,Kepler-346 b,0,2019-04-16,2,0.067781875040464,,,,,,,,,,,,,,,,,
Kepler-271,Kepler-271 b,0,2019-02-05,3,0.056,,,0.89,0.16,-0.16,,,,,,,,,,,,
Kepler-377,Kepler-377 c,0,2016-05-06,2,0.1802146734602641,,,2.0,0.29,-0.19,,,,,,,,,,,,
Kepler-383,Kepler-383 c,1,2014-05-14,2,0.172,,,1.24,0.49,-0.49,,,,,,,,,,,,
Kepler-256,Kepler-256 b,0,2013-10-28,4,0.027,,,1.11,0.56,-0.56,,,,0.0,,,83.65,,,,,
Kepler-260,Kepler-260 b,1,2014-05-14,2,0.075,,,2.01,0.55,-0.55,,,,,,,,,,,,
Kepler-114,Kepler-114 b,0,2013-10-28,3,0.052,,,1.18,0.08,-0.08,,,,0.0,,,87.66,,,,,
Kepler-1371,Kepler-1371 c,0,2013-10-28,2,0.029,,,0.67,0.42,-0.42,,,,0.0,,,85.94,,,,,
Kepler-122,Kepler-122 b,0,2014-11-21,5,0.0636,,,1.84,0.63,-0.17,,,,0.0,,,89.95,,,,,
Kepler-326,Kepler-326 b,0,2014-11-21,3,0.0329,,,2.55,1.79,-1.19,,,,0.0,,,89.95,,,,,
Kepler-79,Kepler-79 e,0,2014-11-18,4,0.3769,,,2.23,1.0,-0.21,,,,0.0,,,89.95,,,,,
HD 200964,HD 200964 b,0,2018-12-03,2,1.601,0.002,-0.002,,,,587.96,44.49,-25.43,0.04,0.04,-0.02,,,,,,
